,pairID,premise,hypothesis,propositional_logic_rule
4034,2954291559.jpg#3r1e,The construction worker is standing.,Either the construction worker is standing or the construction worker is not standing. ,Disjunction
4035,2954291559.jpg#3r1e,The construction worker is standing.,Both the construction worker is standing and the construction worker is not standing. ,Conjunction
4036,4704668708.jpg#3r1e,The child is having a good time and cracking up.,Either the child is having a good time and cracking up or the child is not having a good time and not cracking up. ,Disjunction
4037,4704668708.jpg#3r1e,The child is having a good time and cracking up.,Both the child is having a good time and cracking up and the child is not having a good time and not cracking up. ,Conjunction
4038,517259709.jpg#4r1e,The man is near the grill.,Either the man is near the grill or the man is not near the grill. ,Disjunction
4039,517259709.jpg#4r1e,The man is near the grill.,Both the man is near the grill and the man is not near the grill. ,Conjunction
4040,433720959.jpg#0r1e,A man raises his forearms.,Either a man raises his forearms or no man raises his forearms. ,Disjunction
4041,433720959.jpg#0r1e,A man raises his forearms.,Both a man raises his forearms and no man raises his forearms. ,Conjunction
4042,3111961344.jpg#4r1e,A young person appears bored in a restaurant.,Either a young person appears bored in a restaurant or no young person appears bored in a restaurant. ,Disjunction
4043,3111961344.jpg#4r1e,A young person appears bored in a restaurant.,Both a young person appears bored in a restaurant and no young person appears bored in a restaurant. ,Conjunction
4044,3365348059.jpg#3r1e,A man and a woman sharing a kiss on the cheek.,Either a man and a woman sharing a kiss on the cheek or no man and woman are sharing a kiss on the cheek. ,Disjunction
4045,3365348059.jpg#3r1e,A man and a woman sharing a kiss on the cheek.,Both a man and a woman sharing a kiss on the cheek and no man and woman are sharing a kiss on the cheek. ,Conjunction
4046,7684654986.jpg#0r1e,Children writing in notebooks while one stands next to them.,Either children writing in notebooks while one stands next to them or no child is standing next to them while they are writing in notebooks. ,Disjunction
4047,7684654986.jpg#0r1e,Children writing in notebooks while one stands next to them.,Both children writing in notebooks while one stands next to them and no child is standing next to them while they are writing in notebooks. ,Conjunction
4048,431664339.jpg#3r1e,A man is outside.,Either a man is outside or no man is outside. ,Disjunction
4049,431664339.jpg#3r1e,A man is outside.,Both a man is outside and no man is outside. ,Conjunction
4050,2446783262.jpg#3r1e,A woman wearing a swimsuit.,Either a woman wearing a swimsuit or no woman is wearing a swimsuit. ,Disjunction
4051,2446783262.jpg#3r1e,A woman wearing a swimsuit.,Both a woman wearing a swimsuit and no woman is wearing a swimsuit. ,Conjunction
4052,2943399558.jpg#1r1e,A person is climbing a steep cliff.,Either a person is climbing a steep cliff or no person is climbing a steep cliff. ,Disjunction
4053,2943399558.jpg#1r1e,A person is climbing a steep cliff.,Both a person is climbing a steep cliff and no person is climbing a steep cliff. ,Conjunction
4054,1094462889.jpg#0r1e,A brown dog plays in snow.,Either a brown dog plays in snow or no brown dog plays in snow. ,Disjunction
4055,1094462889.jpg#0r1e,A brown dog plays in snow.,Both a brown dog plays in snow and no brown dog plays in snow. ,Conjunction
4056,2110692070.jpg#0r1e,A dog is outdoors.,Either a dog is outdoors or no dog is outdoors. ,Disjunction
4057,2110692070.jpg#0r1e,A dog is outdoors.,Both a dog is outdoors and no dog is outdoors. ,Conjunction
4058,2724761798.jpg#0r1e,Both women are drinking coffee outside.,Either both women are drinking coffee outside or neither woman is drinking coffee outside. ,Disjunction
4059,2724761798.jpg#0r1e,Both women are drinking coffee outside.,Both both women are drinking coffee outside and neither woman is drinking coffee outside. ,Conjunction
4060,3444915662.jpg#3r1e,The young asian girl is outside in the rubble.,Either the young asian girl is outside in the rubble or the young asian girl is not outside in the rubble. ,Disjunction
4061,3444915662.jpg#3r1e,The young asian girl is outside in the rubble.,Both the young asian girl is outside in the rubble and the young asian girl is not outside in the rubble. ,Conjunction
4062,2991205926.jpg#1r1e,A girl has some candy.,Either a girl has some candy or no girl has some candy. ,Disjunction
4063,2991205926.jpg#1r1e,A girl has some candy.,Both a girl has some candy and no girl has some candy. ,Conjunction
4064,3131359135.jpg#1r1e,A person in a coat with a briefcase walks down a street next to the bus lane.,Either a person in a coat with a briefcase walks down a street next to the bus lane or no person in a coat with a briefcase walks down a street next to the bus lane. ,Disjunction
4065,3131359135.jpg#1r1e,A person in a coat with a briefcase walks down a street next to the bus lane.,Both a person in a coat with a briefcase walks down a street next to the bus lane and no person in a coat with a briefcase walks down a street next to the bus lane. ,Conjunction
4066,220655860.jpg#3r1e,A group of people eating and drinking.,Either a group of people eating and drinking or no group of people eating and drinking. ,Disjunction
4067,220655860.jpg#3r1e,A group of people eating and drinking.,Both a group of people eating and drinking and no group of people eating and drinking. ,Conjunction
4068,2727062058.jpg#0r1e,A man is yelling.,Either a man is yelling or no man is yelling. ,Disjunction
4069,2727062058.jpg#0r1e,A man is yelling.,Both a man is yelling and no man is yelling. ,Conjunction
4070,4787038693.jpg#2r1e,Man and woman sitting near a statue.,Either man and woman sitting near a statue or no man and woman are sitting near a statue. ,Disjunction
4071,4787038693.jpg#2r1e,Man and woman sitting near a statue.,Both man and woman sitting near a statue and no man and woman are sitting near a statue. ,Conjunction
4072,2858408189.jpg#3r1n,A child poses for the camera with their mother.,Either a child poses for the camera with their mother or no child poses for the camera with their mother. ,Disjunction
4073,2858408189.jpg#3r1n,A child poses for the camera with their mother.,Both a child poses for the camera with their mother and no child poses for the camera with their mother. ,Conjunction
4074,2858408189.jpg#3r1e,The woman and child take a picture together.,Either the woman and child take a picture together or the woman and child do not take a picture together. ,Disjunction
4075,2858408189.jpg#3r1e,The woman and child take a picture together.,Both the woman and child take a picture together and the woman and child do not take a picture together. ,Conjunction
4076,2858408189.jpg#0r1e,The blanket is white.,Either the blanket is white or the blanket is not white. ,Disjunction
4077,2858408189.jpg#0r1e,The blanket is white.,Both the blanket is white and the blanket is not white. ,Conjunction
4078,6892893152.jpg#2r1e,A young boy swings.,Either a young boy swings or no young boy swings. ,Disjunction
4079,6892893152.jpg#2r1e,A young boy swings.,Both a young boy swings and no young boy swings. ,Conjunction
4080,5269420231.jpg#2r1e,A young girl is in the middle of jumping during her dance routine.,Either a young girl is in the middle of jumping during her dance routine or no young girl is in the middle of jumping during her dance routine. ,Disjunction
4081,5269420231.jpg#2r1e,A young girl is in the middle of jumping during her dance routine.,Both a young girl is in the middle of jumping during her dance routine and no young girl is in the middle of jumping during her dance routine. ,Conjunction
4082,5269420231.jpg#2r1n,A young girl is dancing.,Either a young girl is dancing or no young girl is dancing. ,Disjunction
4083,5269420231.jpg#2r1n,A young girl is dancing.,Both a young girl is dancing and no young girl is dancing. ,Conjunction
4084,4637210622.jpg#2r1e,A man is pouring a glass of tea.,Either a man is pouring a glass of tea or no man is pouring a glass of tea. ,Disjunction
4085,4637210622.jpg#2r1e,A man is pouring a glass of tea.,Both a man is pouring a glass of tea and no man is pouring a glass of tea. ,Conjunction
4086,2351762979.jpg#3r1e,A girl is on a fence.,Either a girl is on a fence or no girl is on a fence. ,Disjunction
4087,2351762979.jpg#3r1e,A girl is on a fence.,Both a girl is on a fence and no girl is on a fence. ,Conjunction
4088,3216866097.jpg#0r1e,Some old people perform onstage.,Either some old people perform onstage or no old people perform onstage. ,Disjunction
4089,3216866097.jpg#0r1e,Some old people perform onstage.,Both some old people perform onstage and no old people perform onstage. ,Conjunction
4090,3188044631.jpg#1r1e,Two people stand lost in thought in front of a tree.,Either two people stand lost in thought in front of a tree or no two people stand lost in thought in front of a tree. ,Disjunction
4091,3188044631.jpg#1r1e,Two people stand lost in thought in front of a tree.,Both two people stand lost in thought in front of a tree and no two people stand lost in thought in front of a tree. ,Conjunction
4092,823498977.jpg#2r1e,There are people in a restaurant.,Either there are people in a restaurant or there are no people in a restaurant. ,Disjunction
4093,823498977.jpg#2r1e,There are people in a restaurant.,Both there are people in a restaurant and there are no people in a restaurant. ,Conjunction
4094,5060860492.jpg#3r1e,An athelete jumps.,Either an athelete jumps or no athelete jumps. ,Disjunction
4095,5060860492.jpg#3r1e,An athelete jumps.,Both an athelete jumps and no athelete jumps. ,Conjunction
4096,3692072577.jpg#2r1n,A couple is sitting down and smiling at each other.,Either a couple is sitting down and smiling at each other or no couple is sitting down and smiling at each other. ,Disjunction
4097,3692072577.jpg#2r1n,A couple is sitting down and smiling at each other.,Both a couple is sitting down and smiling at each other and no couple is sitting down and smiling at each other. ,Conjunction
4098,3692072577.jpg#2r1e,A couple is sitting down and smiling.,Either a couple is sitting down and smiling or no couple is sitting down and smiling. ,Disjunction
4099,3692072577.jpg#2r1e,A couple is sitting down and smiling.,Both a couple is sitting down and smiling and no couple is sitting down and smiling. ,Conjunction
